USPS,NAME,INTPTLAT,INTPTLONG      , DENSITY 
Georgia,Talbot County,32.704603,-84.530029,16.03 
Georgia,Taliaferro County,33.559319,-82.875272,8.26 
Georgia,Tattnall County,32.043768,-82.059208,52.81 
Georgia,Taylor County,32.554667,-84.251426,21.34 
Georgia,Telfair County,31.913641,-82.931063,36.30 
Georgia,Terrell County,31.777191,-84.439446,25.65 
Georgia,Thomas County,30.864619,-83.919815,81.61 
Georgia,Tift County,31.457003,-83.525931,155.51 
Georgia,Toombs County,32.117812,-82.330626,73.86 
Georgia,Towns County,34.902529,-83.732264,71.20 
Georgia,Treutlen County,32.409586,-82.570882,34.14 
Georgia,Troup County,33.034482,-85.02836,169.16 
Georgia,Turner County,31.7248,-83.620319,27.72 
Georgia,Twiggs County,32.665847,-83.425879,22.79 
Georgia,Union County,34.833333,-83.989257,74.52 
Georgia,Upson County,32.881837,-84.292283,81.04 
Georgia,Walker County,34.735802,-85.305456,155.49 
Georgia,Walton County,33.783887,-83.731829,286.10 
Georgia,Ware County,31.050881,-82.421507,39.68 
Georgia,Warren County,33.419169,-82.688012,18.47 
Georgia,Washington County,32.971843,-82.798112,30.05 
Georgia,Wayne County,31.547845,-81.912376,46.43 
Georgia,Webster County,32.046691,-84.553828,12.47 
Georgia,Wheeler County,32.105258,-82.733849,26.66 
Georgia,White County,34.643776,-83.743417,124.49 
Georgia,Whitfield County,34.801726,-84.968541,358.29 
Georgia,Wilcox County,31.96272,-83.438259,23.32 
Georgia,Wilkes County,33.779031,-82.747921,21.04 
Georgia,Wilkinson County,32.804266,-83.175512,20.12 
Georgia,Worth County,31.551773,-83.84996,35.57 
Hawaii,Hawaii County,19.597764,-155.502443,49.89 
Hawaii,Honolulu County,21.580023,-158.123406,1631.92 
Hawaii,Kalawao County,21.218764,-156.97401,7.34 
Hawaii,Kauai County,22.012038,-159.705965,116.37 
Hawaii,Maui County,20.855931,-156.60155,143.95 
Idaho,Ada County,43.451477,-116.244376,446.73 
Idaho,Adams County,44.877004,-116.461624,3.12 
Idaho,Bannock County,42.692921,-112.228982,78.33 
Idaho,Bear Lake County,42.285892,-111.327517,6.20 
Idaho,Benewah County,47.218451,-116.633541,11.87 
Idaho,Bingham County,43.216357,-112.399206,22.08 
Idaho,Blaine County,43.394192,-113.955371,8.57 
Idaho,Boise County,43.987275,-115.71511,4.02 
Idaho,Bonner County,48.316796,-116.612364,25.81 
Idaho,Bonneville County,43.395171,-111.621878,62.62 
Idaho,Boundary County,48.773131,-116.524668,9.42 
Idaho,Butte County,43.685101,-113.177631,1.17 
Idaho,Camas County,43.502552,-114.772135,1.05 
Idaho,Canyon County,43.625796,-116.709058,380.72 
Idaho,Caribou County,42.786072,-111.544273,4.00 
Idaho,Cassia County,42.282313,-113.626328,9.30 
Idaho,Clark County,44.290218,-112.354613,0.48 
Idaho,Clearwater County,46.67257,-115.6535,3.56 
Idaho,Custer County,44.273351,-114.252267,0.87 
Idaho,Elmore County,43.394698,-115.471205,8.86 
Idaho,Franklin County,42.173609,-111.822965,20.70 
Idaho,Fremont County,44.218091,-111.484429,7.06 
Idaho,Gem County,44.061473,-116.398784,31.50 
Idaho,Gooding County,42.973185,-114.82142,20.84 
Idaho,Idaho County,45.849644,-115.467337,1.95 
Idaho,Jefferson County,43.796965,-112.318588,26.92 
Idaho,Jerome County,42.691395,-114.262086,40.19 
Idaho,Kootenai County,47.675966,-116.695922,130.48 
Idaho,Latah County,46.81892,-116.730974,37.30 
Idaho,Lemhi County,44.928506,-113.887042,1.74 
Idaho,Lewis County,46.236328,-116.42376,8.06 
Idaho,Lincoln County,42.986181,-114.153899,4.46 
Idaho,Madison County,43.788614,-111.656993,83.76 
Idaho,Minidoka County,42.857211,-113.63984,27.51 
Idaho,Nez Perce County,46.333791,-116.760909,47.63 
Idaho,Oneida County,42.183895,-112.520449,3.74 
Idaho,Owyhee County,42.572851,-116.18969,1.52 
Idaho,Payette County,44.00243,-116.750238,57.88 
Idaho,Power County,42.694126,-112.844407,5.53 
Idaho,Shoshone County,47.347694,-115.885092,4.85 
Idaho,Teton County,43.760994,-111.211765,25.92 
Idaho,Twin Falls County,42.352309,-114.665639,44.79 
Idaho,Valley County,44.85596,-115.618061,3.01 
Idaho,Washington County,44.448223,-116.797792,6.99 
Illinois,Adams County,39.986052,-91.194961,76.82 
Illinois,Alexander County,37.183658,-89.349516,25.74 
Illinois,Bond County,38.885924,-89.436592,43.72 
Illinois,Boone County,42.318983,-88.824295,190.82 
Illinois,Brown County,39.962069,-90.750309,21.44 
Illinois,Bureau County,41.401304,-89.528377,37.96 
Illinois,Calhoun County,39.164262,-90.666295,18.92 
Illinois,Carroll County,42.0709,-89.924189,32.13 
Illinois,Cass County,39.969202,-90.245704,32.63 
Illinois,Champaign County,40.138985,-88.196975,210.80 
Illinois,Christian County,39.545524,-89.279593,46.03 
Illinois,Clark County,39.332334,-87.791683,31.11 
Illinois,Clay County,38.746819,-88.482325,28.30 
Illinois,Clinton County,38.606295,-89.426228,79.42 
Illinois,Coles County,39.51368,-88.220782,100.11 
Illinois,Cook County,41.894294,-87.645455,5482.41 
Illinois,Crawford County,39.002787,-87.760619,42.39 
Illinois,Cumberland County,39.273121,-88.240619,31.24 
Illinois,DeKalb County,41.894612,-88.768991,164.96 
Illinois,De Witt County,40.181499,-88.901853,39.66 
Illinois,Douglas County,39.766078,-88.222866,46.75 
Illinois,DuPage County,41.852058,-88.086039,2833.14 
Illinois,Edgar County,39.679037,-87.74711,27.85 
Illinois,Edwards County,38.417095,-88.047941,28.74 
Illinois,Effingham County,39.047945,-88.592849,71.45 
Illinois,Fayette County,39.001125,-89.017923,29.89 
Illinois,Ford County,40.596539,-88.224588,27.31 
Illinois,Franklin County,37.991852,-88.926321,94.64 
Illinois,Fulton County,40.46524,-90.202269,40.25 
Illinois,Gallatin County,37.768677,-88.227964,15.66 
Illinois,Greene County,39.355439,-90.387682,24.02 
Illinois,Grundy County,41.29241,-88.401054,121.90 
Illinois,Hamilton County,38.085227,-88.539009,18.78 
Illinois,Hancock County,40.401318,-91.168801,22.48 
Illinois,Hardin County,37.517852,-88.266148,22.04 
Illinois,Henderson County,40.814471,-90.941246,17.71 
Illinois,Henry County,41.350021,-90.130838,59.64 
Illinois,Iroquois County,40.748867,-87.833601,24.70 
Illinois,Jackson County,37.786096,-89.381212,98.39 
Illinois,Jasper County,39.004874,-88.150763,19.43 
Illinois,Jefferson County,38.30078,-88.92421,66.21 
Illinois,Jersey County,39.080195,-90.361385,59.10 
Illinois,Jo Daviess County,42.362391,-90.21147,35.56 
Illinois,Johnson County,37.460709,-88.882131,36.24 
Illinois,Kane County,41.939594,-88.42804,1028.60 
Illinois,Kankakee County,41.13951,-87.861117,162.64 
Illinois,Kendall County,41.58814,-88.430626,399.43 
Illinois,Knox County,40.930945,-90.213792,69.95 
Illinois,Lake County,42.326441,-87.435976,1578.81 
Illinois,La Salle County,41.343341,-88.885931,96.40 
Illinois,Lawrence County,38.718954,-87.730221,42.36 
Illinois,Lee County,41.747447,-89.299362,47.22 
Illinois,Livingston County,40.894376,-88.552852,34.27 
Illinois,Logan County,40.129277,-89.365309,46.80 
Illinois,McDonough County,40.455808,-90.678954,50.83 
Illinois,McHenry County,42.324298,-88.452245,511.39 
Illinois,McLean County,40.494559,-88.844539,146.06 
Illinois,Macon County,39.860237,-88.961529,180.36 
Illinois,Macoupin County,39.265914,-89.92633,52.51 
Illinois,Madison County,38.82712,-89.900227,369.61 
Illinois,Marion County,38.648236,-88.920362,65.71 
Illinois,Marshall County,41.031119,-89.342371,29.82 
Illinois,Mason County,40.236993,-89.913575,25.15 
Illinois,Massac County,37.216119,-88.705658,59.35 
Illinois,Menard County,40.022569,-89.794133,39.09 
Illinois,Mercer County,41.205605,-90.74177,27.80 
Illinois,Monroe County,38.277983,-90.179078,89.11 
Illinois,Montgomery County,39.228068,-89.478141,40.64 
Illinois,Morgan County,39.717668,-90.205005,59.72 
Illinois,Moultrie County,39.636896,-88.625726,43.81 
Illinois,Ogle County,42.041884,-89.320176,67.12 
Illinois,Peoria County,40.785972,-89.766993,291.93 
Illinois,Perry County,38.084381,-89.368525,47.92 
Illinois,Piatt County,40.009033,-88.592355,37.33 
Illinois,Pike County,39.625106,-90.889034,18.78 
Illinois,Pope County,37.417169,-88.542374,11.42 
Illinois,Pulaski County,37.215615,-89.127755,27.41 
Illinois,Putnam County,41.198961,-89.298347,35.85 
Illinois,Randolph County,38.056515,-89.82121,55.80 
Illinois,Richland County,38.712187,-88.085452,43.78 
Illinois,Rock Island County,41.468421,-90.572125,335.66 
Illinois,St. Clair County,38.470198,-89.928546,396.93 
Illinois,Saline County,37.751508,-88.545024,62.91 
Illinois,Sangamon County,39.756867,-89.662425,224.99 
Illinois,Schuyler County,40.156905,-90.613464,15.79 
Illinois,Scott County,39.637002,-90.477771,19.64 
Illinois,Shelby County,39.384926,-88.798862,28.66 
Illinois,Stark County,41.096908,-89.797411,18.84 
Illinois,Stephenson County,42.349726,-89.665994,79.31 
Illinois,Tazewell County,40.508074,-89.51626,204.69 
Illinois,Union County,37.485652,-89.244639,40.74 
Illinois,Vermilion County,40.186754,-87.726778,85.50 
Illinois,Wabash County,38.445821,-87.839167,51.72 
Illinois,Warren County,40.850441,-90.620223,31.40 
Illinois,Washington County,38.35314,-89.417187,24.88 
Illinois,Wayne County,38.431857,-88.43243,22.88 
Illinois,White County,38.087326,-88.178623,27.61 
Illinois,Whiteside County,41.750673,-89.911005,81.31 
Illinois,Will County,41.448474,-87.978456,828.25 
Illinois,Williamson County,37.730353,-88.930018,159.58 
Illinois,Winnebago County,42.337396,-89.161205,553.59 
Illinois,Woodford County,40.789787,-89.210587,72.88 
Indiana,Adams County,40.745733,-84.93613,105.14 
Indiana,Allen County,41.091909,-85.071791,571.03 
Indiana,Bartholomew County,39.205843,-85.897999,203.34 
Indiana,Benton County,40.600939,-87.314786,21.29 
Indiana,Blackford County,40.472672,-85.32373,72.27 
Indiana,Boone County,40.050892,-86.469014,158.42 
Indiana,Brown County,39.195113,-86.230121,48.83 
Indiana,Carroll County,40.58498,-86.565141,54.07 
Indiana,Cass County,40.753799,-86.355168,92.09 
Indiana,Clark County,38.476217,-85.711122,314.77 
Indiana,Clay County,39.393928,-87.115858,73.18 
Indiana,Clinton County,40.305944,-86.477567,79.62 
Indiana,Crawford County,38.289433,-86.440871,34.55 
Indiana,Daviess County,38.69609,-87.076943,77.18 
Indiana,Dearborn County,39.14832,-84.973498,162.47 
Indiana,Decatur County,39.30598,-85.499831,71.92 
Indiana,De Kalb County,41.401189,-85.000185,119.14 
Indiana,Delaware County,40.227543,-85.399262,292.71 
Indiana,Dubois County,38.373344,-86.873385,99.62 
Indiana,Elkhart County,41.600693,-85.863986,443.81 
Indiana,Fayette County,39.639655,-85.185032,107.19 
Indiana,Floyd County,38.318081,-85.911847,525.65 
Indiana,Fountain County,40.121237,-87.234872,41.32 
Indiana,Franklin County,39.409762,-85.066964,59.14 
Indiana,Fulton County,41.050384,-86.265006,54.54 
Indiana,Gibson County,38.317398,-87.580523,68.63 
Indiana,Grant County,40.515758,-85.654946,159.23 
Indiana,Greene County,39.047147,-87.004771,59.00 
Indiana,Hamilton County,40.053507,-86.021713,837.04 
Indiana,Hancock County,39.822529,-85.77315,249.55 
Indiana,Harrison County,38.186454,-86.103766,83.28 
Indiana,Hendricks County,39.768963,-86.509908,410.45 
Indiana,Henry County,39.929591,-85.397363,123.18 
Indiana,Howard County,40.483537,-86.114118,281.05 
Indiana,Huntington County,40.826394,-85.478597,94.71 
Indiana,Jackson County,38.911957,-86.042516,86.50 
Indiana,Jasper County,41.017688,-87.118814,59.62 
Indiana,Jay County,40.434956,-85.002331,54.09 
Indiana,Jefferson County,38.783604,-85.44009,89.31 
Indiana,Jennings County,38.996229,-85.628103,73.32 
Indiana,Johnson County,39.496092,-86.094264,487.53 
Indiana,Knox County,38.688391,-87.420354,71.50 
Indiana,Kosciusko County,41.244293,-85.861575,149.30 
Indiana,LaGrange County,41.642462,-85.427845,103.60 
Indiana,Lake County,41.472247,-87.374337,971.17 
Indiana,La Porte County,41.549013,-86.744739,183.88 
Indiana,Lawrence County,38.839815,-86.48782,101.67 
Indiana,Madison County,40.166203,-85.722454,286.87 
Indiana,Marion County,39.782976,-86.135794,2407.32 
Indiana,Marshall County,41.325003,-86.269036,104.25 
Indiana,Martin County,38.705322,-86.801847,30.43 
Indiana,Miami County,40.772883,-86.044258,95.14 
Indiana,Monroe County,39.160729,-86.52331,372.39 
Indiana,Montgomery County,40.040296,-86.892715,75.99 
Indiana,Morgan County,39.482646,-86.447457,173.62 
Indiana,Newton County,40.962399,-87.402172,34.87 
Indiana,Noble County,41.404679,-85.417271,115.69 
Indiana,Ohio County,38.940527,-84.964299,67.84 
Indiana,Orange County,38.547381,-86.489257,48.92 
Indiana,Owen County,39.317339,-86.838845,54.10 
Indiana,Parke County,39.77425,-87.19695,38.06 
Indiana,Perry County,38.081436,-86.62654,50.04 
Indiana,Pike County,38.397961,-87.232547,37.12 
Indiana,Porter County,41.509914,-87.071313,405.65 
Indiana,Posey County,38.027614,-87.868653,62.39 
Indiana,Pulaski County,41.045272,-86.692538,28.75 
Indiana,Putnam County,39.665548,-86.853373,78.62 
Indiana,Randolph County,40.164079,-85.00579,54.93 
Indiana,Ripley County,39.100226,-85.260494,63.89 
Indiana,Rush County,39.622379,-85.466446,40.83 
Indiana,St. Joseph County,41.617723,-86.288048,591.35 
Indiana,Scott County,38.679431,-85.751898,125.41 
Indiana,Shelby County,39.524135,-85.792174,108.46 
Indiana,Spencer County,38.009697,-87.010375,51.23 
Indiana,Starke County,41.284478,-86.644636,74.19 
Indiana,Steuben County,41.643467,-85.002405,112.01 
Indiana,Sullivan County,39.089225,-87.415843,46.27 
Indiana,Switzerland County,38.825854,-85.029681,48.57 
Indiana,Tippecanoe County,40.389133,-86.893554,386.94 
Indiana,Tipton County,40.310229,-86.056207,58.06 
Indiana,Union County,39.623111,-84.925152,43.66 
Indiana,Vanderburgh County,38.02007,-87.586166,774.45 
Indiana,Vermillion County,39.854045,-87.462071,60.26 
Indiana,Vigo County,39.429143,-87.390375,266.10 
Indiana,Wabash County,40.843747,-85.795192,75.82 
Indiana,Warren County,40.352658,-87.375847,22.66 
Indiana,Warrick County,38.097728,-87.272049,162.59 
Indiana,Washington County,38.600613,-86.104751,54.40 
Indiana,Wayne County,39.863091,-85.006735,164.12 
Indiana,Wells County,40.735273,-85.212974,76.63 
Indiana,White County,40.75095,-86.864293,47.77 
Indiana,Whitley County,41.136426,-85.501892,101.54 
Iowa,Adair County,41.328528,-94.478164,12.41 
Iowa,Adams County,41.021656,-94.696906,8.61 
Iowa,Allamakee County,43.274964,-91.382751,21.64 
Iowa,Appanoose County,40.744296,-92.873061,25.01 
Iowa,Audubon County,41.679178,-94.904312,12.43 
Iowa,Benton County,42.092547,-92.05763,35.81 
Iowa,Black Hawk County,42.471132,-92.3076,234.03 
Iowa,Boone County,42.038642,-93.938358,46.09 
Iowa,Bremer County,42.780895,-92.327356,57.29 
Iowa,Buchanan County,42.470328,-91.838666,37.12 
Iowa,Buena Vista County,42.741522,-95.141432,34.57 
Iowa,Butler County,42.734757,-92.780153,25.06 
Iowa,Calhoun County,42.38617,-94.643683,17.02 
Iowa,Carroll County,42.039492,-94.867647,35.39 
Iowa,Cass County,41.333824,-94.933302,22.91 
Iowa,Cedar County,41.77236,-91.132611,32.15 
Iowa,Cerro Gordo County,43.074975,-93.250965,75.04 
Iowa,Cherokee County,42.742737,-95.633262,19.62 
Iowa,Chickasaw County,43.059741,-92.31721,23.72 
Iowa,Clarke County,41.029191,-93.784096,21.85 
Iowa,Clay County,43.081224,-95.149875,28.44 
Iowa,Clayton County,42.840985,-91.323576,22.55 
Iowa,Clinton County,41.898073,-90.534243,66.94 
Iowa,Crawford County,42.043119,-95.38909,24.02 
Iowa,Dallas County,41.68532,-94.040706,153.28 
Iowa,Davis County,40.748089,-92.410345,17.96 
Iowa,Decatur County,40.736379,-93.78458,14.83 
Iowa,Delaware County,42.472937,-91.366767,29.55 
Iowa,Des Moines County,40.915339,-91.186925,94.05 
Iowa,Dickinson County,43.389611,-95.196057,45.08 
Iowa,Dubuque County,42.463481,-90.878771,159.22 
Iowa,Emmet County,43.377984,-94.66937,23.37 
Iowa,Fayette County,42.864122,-91.840376,26.90 
Iowa,Floyd County,43.052741,-92.787367,31.48 
Iowa,Franklin County,42.736545,-93.271415,17.40 
Iowa,Fremont County,40.74259,-95.599182,13.68 
Iowa,Greene County,42.042494,-94.388703,15.77 
Iowa,Grundy County,42.403339,-92.790244,24.52 
Iowa,Guthrie County,41.683573,-94.501272,18.15 
Iowa,Hamilton County,42.390768,-93.709198,25.92 
Iowa,Hancock County,43.075411,-93.743697,18.76 
Iowa,Hardin County,42.390208,-93.241669,29.63 
Iowa,Harrison County,41.688584,-95.827149,20.28 
Iowa,Henry County,40.984802,-91.547259,46.21 
Iowa,Howard County,43.365312,-92.321908,19.41 
Iowa,Humboldt County,42.782221,-94.202775,21.98 
Iowa,Ida County,42.39186,-95.507421,15.85 
Iowa,Iowa County,41.683918,-92.059123,27.52 
Iowa,Jackson County,42.164226,-90.574582,30.55 
Iowa,Jasper County,41.685551,-93.054147,50.86 
Iowa,Jefferson County,41.005888,-91.966634,42.20 
Iowa,Johnson County,41.670668,-91.590529,246.76 
Iowa,Jones County,42.125118,-91.116914,36.04 
Iowa,Keokuk County,41.331182,-92.167721,17.65 
Iowa,Kossuth County,43.212478,-94.213983,15.33 
Iowa,Lee County,40.647588,-91.477157,65.80 
Iowa,Linn County,42.077951,-91.597674,315.04 
Iowa,Louisa County,41.218211,-91.256994,27.80 
Iowa,Lucas County,41.033344,-93.331467,20.08 
Iowa,Lyon County,43.38358,-96.207201,20.10 
Iowa,Madison County,41.330622,-94.015184,28.96 
Iowa,Mahaska County,41.330797,-92.636366,38.54 
Iowa,Marion County,41.331455,-93.093849,60.25 
Iowa,Marshall County,42.041691,-92.981452,69.84 
Iowa,Mills County,41.033703,-95.619101,34.44 
Iowa,Mitchell County,43.348564,-92.784466,22.53 
Iowa,Monona County,42.049432,-95.956566,12.50 
Iowa,Monroe County,41.028847,-92.869642,17.96 
Iowa,Montgomery County,41.021735,-95.15779,23.59 
Iowa,Muscatine County,41.483776,-91.118699,98.13 
Iowa,O'Brien County,43.083746,-95.625624,24.15 
Iowa,Osceola County,43.378542,-95.633788,15.15 
Iowa,Page County,40.73909,-95.14429,28.51 
Iowa,Palo Alto County,43.075337,-94.669055,15.84 
Iowa,Plymouth County,42.737585,-96.215864,29.08 
Iowa,Pocahontas County,42.734033,-94.678279,11.68 
Iowa,Polk County,41.684816,-93.568971,851.44 
Iowa,Pottawattamie County,41.340184,-95.544905,98.40 
Iowa,Poweshiek County,41.684526,-92.522882,31.97 
Iowa,Ringgold County,40.735334,-94.244251,9.28 
Iowa,Sac County,42.387526,-95.105224,16.90 
Iowa,Scott County,41.642079,-90.622289,378.27 
Iowa,Shelby County,41.679014,-95.308917,19.60 
Iowa,Sioux County,43.082646,-96.17801,45.46 
Iowa,Story County,42.037538,-93.466093,171.35 
Iowa,Tama County,42.074848,-92.529411,23.44 
Iowa,Taylor County,40.737949,-94.697108,11.64 
Iowa,Union County,41.02855,-94.245091,29.17 
Iowa,Van Buren County,40.754117,-91.952943,14.48 
Iowa,Wapello County,41.031275,-92.409466,81.52 
Iowa,Warren County,41.332446,-93.568751,89.60 
Iowa,Washington County,41.329401,-91.725052,38.93 
Iowa,Wayne County,40.739983,-93.332613,12.18 
Iowa,Webster County,42.433579,-94.175831,50.69 
Iowa,Winnebago County,43.378124,-93.743488,26.26 
Iowa,Winneshiek County,43.292989,-91.850788,29.03 
Iowa,Woodbury County,42.39322,-96.053296,117.47 
Iowa,Worth County,43.373491,-93.248533,18.63 
Iowa,Wright County,42.733007,-93.734735,21.86 
Kansas,Allen County,37.884228,-95.300945,24.87 
Kansas,Anderson County,38.215114,-95.292046,13.59 
Kansas,Atchison County,39.532544,-95.313397,37.56 
Kansas,Barber County,37.222906,-98.685052,3.94 
Kansas,Barton County,38.481239,-98.767837,29.17 
Kansas,Bourbon County,37.8561,-94.850928,23.06 
Kansas,Brown County,39.825931,-95.569905,16.81 
Kansas,Butler County,37.773649,-96.83884,46.70 
Kansas,Chase County,38.299475,-96.594029,3.40 
Kansas,Chautauqua County,37.154259,-96.245396,5.18 
Kansas,Cherokee County,37.169392,-94.845698,34.06 
Kansas,Cheyenne County,39.789917,-101.727325,2.61 
Kansas,Clark County,37.233831,-99.813869,2.06 
Kansas,Clay County,39.344964,-97.168853,12.39 
Kansas,Cloud County,39.487329,-97.64139,12.20 
Kansas,Coffey County,38.23645,-95.729137,13.13 
Kansas,Comanche County,37.181442,-99.251293,2.22 
Kansas,Cowley County,37.234507,-96.837247,31.28 
Kansas,Crawford County,37.505821,-94.853897,66.16 
Kansas,Decatur County,39.783542,-100.459708,3.21 
Kansas,Dickinson County,38.867735,-97.157943,22.10 
Kansas,Doniphan County,39.788502,-95.147225,19.52 
Kansas,Douglas County,38.896417,-95.290947,266.44 
Kansas,Edwards County,37.883595,-99.304746,4.58 
Kansas,Elk County,37.456026,-96.244642,3.89 
Kansas,Ellis County,38.914597,-99.317313,31.90 
Kansas,Ellsworth County,38.700845,-98.205355,8.66 
Kansas,Finney County,38.049808,-100.739967,28.12 
Kansas,Ford County,37.688416,-99.884748,30.86 
Kansas,Franklin County,38.558019,-95.278962,44.83 
Kansas,Geary County,39.002139,-96.7681,84.73 
Kansas,Gove County,38.917239,-100.48736,2.44 
Kansas,Graham County,39.354972,-99.879894,2.77 
Kansas,Grant County,37.547537,-101.299362,12.76 
Kansas,Gray County,37.744513,-100.451716,6.94 
Kansas,Greeley County,38.480404,-101.80597,1.58 
Kansas,Greenwood County,37.879347,-96.241732,5.30 
Kansas,Hamilton County,37.995244,-101.793689,2.62 
Kansas,Harper County,37.188184,-98.06659,6.87 
Kansas,Harvey County,38.050144,-97.436706,63.38 
Kansas,Haskell County,37.554979,-100.879952,6.92 
Kansas,Hodgeman County,38.087493,-99.898407,2.11 
Kansas,Jackson County,39.411145,-95.794485,20.24 
Kansas,Jefferson County,39.239644,-95.375314,35.63 
Kansas,Jewell County,39.777002,-98.222618,3.12 
Kansas,Johnson County,38.883907,-94.82233,1261.68 
Kansas,Kearny County,37.994461,-101.308136,4.53 
Kansas,Kingman County,37.552951,-98.144529,8.47 
Kansas,Kiowa County,37.561231,-99.286539,3.48 
Kansas,Labette County,37.191468,-95.297473,30.93 
Kansas,Lane County,38.481286,-100.466185,2.17 
Kansas,Leavenworth County,39.189511,-95.038977,175.55 
Kansas,Lincoln County,39.04728,-98.214284,4.20 
Kansas,Linn County,38.216549,-94.844932,16.41 
Kansas,Logan County,38.91327,-101.157402,2.65 
Kansas,Lyon County,38.455403,-96.161641,39.42 
Kansas,McPherson County,38.395812,-97.647489,31.77 
Kansas,Marion County,38.359647,-97.102771,12.65 
Kansas,Marshall County,39.782709,-96.521243,10.80 
Kansas,Meade County,37.243886,-100.360094,4.24 
Kansas,Miami County,38.566772,-94.832963,58.48 
Kansas,Mitchell County,39.393026,-98.207362,8.76 
Kansas,Montgomery County,37.189537,-95.742403,49.91 
Kansas,Morris County,38.688204,-96.651448,7.94 
Kansas,Morton County,37.185249,-101.809516,3.65 
Kansas,Nemaha County,39.791043,-96.005381,14.15 
Kansas,Neosho County,37.564283,-95.315682,27.91 
Kansas,Ness County,38.480437,-99.908745,2.64 
Kansas,Norton County,39.783867,-99.899235,6.18 
Kansas,Osage County,38.650215,-95.708255,22.60 
Kansas,Osborne County,39.348261,-98.767942,3.89 
Kansas,Ottawa County,39.137963,-97.654802,8.05 
Kansas,Pawnee County,38.181477,-99.234772,8.70 
Kansas,Phillips County,39.784506,-99.34215,6.00 
Kansas,Pottawatomie County,39.382187,-96.337113,28.88 
Kansas,Pratt County,37.647594,-98.74012,12.76 
Kansas,Rawlins County,39.786198,-101.076738,2.35 
Kansas,Reno County,37.948185,-98.078346,49.66 
Kansas,Republic County,39.828906,-97.650883,6.50 
Kansas,Rice County,38.347178,-98.201415,13.12 
Kansas,Riley County,39.291211,-96.727489,120.88 
Kansas,Rooks County,39.346006,-99.324492,5.63 
Kansas,Rush County,38.523596,-99.309184,4.31 
Kansas,Russell County,38.91604,-98.770949,7.79 
Kansas,Saline County,38.791804,-97.651478,75.53 
Kansas,Scott County,38.481877,-100.90636,6.82 
Kansas,Sedgwick County,37.681045,-97.461054,515.19 
Kansas,Seward County,37.18096,-100.855257,34.05 
Kansas,Shawnee County,39.041805,-95.755664,326.27 
Kansas,Sheridan County,39.350547,-100.441228,2.83 
Kansas,Sherman County,39.351352,-101.719859,5.59 
Kansas,Smith County,39.78466,-98.785429,4.02 
Kansas,Stafford County,38.03563,-98.719889,5.27 
Kansas,Stanton County,37.565932,-101.789383,2.92 
Kansas,Stevens County,37.2017,-101.317268,7.64 
Kansas,Sumner County,37.236662,-97.493352,19.46 
Kansas,Thomas County,39.357713,-101.083386,7.18 
Kansas,Trego County,38.921302,-99.865423,3.14 
Kansas,Wabaunsee County,38.955154,-96.201262,8.69 
Kansas,Wallace County,38.926626,-101.771103,1.65 
Kansas,Washington County,39.776714,-97.095611,6.06 
Kansas,Wichita County,38.481922,-101.347434,2.93 
Kansas,Wilson County,37.558515,-95.745175,15.19 
Kansas,Woodson County,37.888193,-95.758469,6.39 
Kansas,Wyandotte County,39.115384,-94.763087,1090.24 
Kentucky,Adair County,37.105559,-85.28138,47.41 
Kentucky,Allen County,36.75077,-86.192458,61.34 
Kentucky,Anderson County,38.005396,-84.986417,112.10 
Kentucky,Ballard County,37.051323,-89.010367,32.32 
Kentucky,Barren County,36.962805,-85.932108,90.60 
Kentucky,Bath County,38.152249,-83.737641,44.42 
Kentucky,Bell County,36.728928,-83.680718,74.00 
Kentucky,Boone County,38.9589,-84.736371,534.08 
Kentucky,Bourbon County,38.202562,-84.20986,69.66 
Kentucky,Boyd County,38.360004,-82.681406,295.49 
Kentucky,Boyle County,37.618104,-84.868352,166.90 
Kentucky,Bracken County,38.680365,-84.115235,40.64 
Kentucky,Breathitt County,37.517807,-83.317158,25.84 
Kentucky,Breckinridge County,37.777988,-86.432919,35.78 
Kentucky,Bullitt County,37.969945,-85.702636,272.93 
Kentucky,Butler County,37.207013,-86.682471,29.97 
Kentucky,Caldwell County,37.148642,-87.870509,36.88 
Kentucky,Calloway County,36.620978,-88.274086,101.64 
Kentucky,Campbell County,38.946981,-84.379583,615.51 
Kentucky,Carlisle County,36.85718,-88.976614,25.18 
Kentucky,Carroll County,38.668394,-85.124024,83.51 
Kentucky,Carter County,38.309549,-83.048796,65.94 
Kentucky,Casey County,37.321962,-84.92822,35.76 
Kentucky,Christian County,36.892059,-87.492986,99.89 
Kentucky,Clark County,37.970314,-84.145115,143.57 
Kentucky,Clay County,37.164273,-83.715473,42.84 
Kentucky,Clinton County,36.727258,-85.136098,51.74 
Kentucky,Crittenden County,37.358149,-88.10501,24.77 
Kentucky,Cumberland County,36.782372,-85.388484,21.82 
Kentucky,Daviess County,37.731671,-87.087139,220.56 
Kentucky,Edmonson County,37.227514,-86.218015,40.52 
Kentucky,Elliott County,38.116883,-83.096116,32.04 
Kentucky,Estill County,37.692449,-83.963983,56.10 
Kentucky,Fayette County,38.040675,-84.458274,1141.52 
Kentucky,Fleming County,38.367848,-83.699205,41.41 
Kentucky,Floyd County,37.552456,-82.739724,91.14 
Kentucky,Franklin County,38.234919,-84.868786,244.49 
Kentucky,Fulton County,36.552511,-89.187659,29.72 
Kentucky,Gallatin County,38.760103,-84.862153,89.81 
