USPS,NAME,INTPTLAT,INTPTLONG      , DENSITY 
West Virginia,Wirt County,39.020034,-81.382975,25.07 
West Virginia,Wood County,39.211602,-81.516234,229.74 
West Virginia,Wyoming County,37.60366,-81.549032,41.62 
Wisconsin,Adams County,43.973757,-89.767228,31.52 
Wisconsin,Ashland County,46.544424,-90.679691,14.93 
Wisconsin,Barron County,45.437192,-91.852892,52.33 
Wisconsin,Bayfield County,46.634199,-91.177282,10.18 
Wisconsin,Brown County,44.474024,-87.99613,496.86 
Wisconsin,Buffalo County,44.385633,-91.761294,19.42 
Wisconsin,Burnett County,45.866897,-92.37573,18.74 
Wisconsin,Calumet County,44.07841,-88.212132,157.59 
Wisconsin,Chippewa County,45.069092,-91.283505,63.60 
Wisconsin,Clark County,44.739346,-90.609953,28.69 
Wisconsin,Columbia County,43.471882,-89.330472,74.92 
Wisconsin,Crawford County,43.24991,-90.95123,28.55 
Wisconsin,Dane County,43.067468,-89.417852,453.30 
Wisconsin,Dodge County,43.429628,-88.701939,100.32 
Wisconsin,Door County,45.093417,-87.048683,57.29 
Wisconsin,Douglas County,46.463218,-91.892477,33.13 
Wisconsin,Dunn County,44.947751,-91.897645,53.09 
Wisconsin,Eau Claire County,44.726355,-91.286414,163.87 
Wisconsin,Florence County,45.871828,-88.406988,8.85 
Wisconsin,Fond du Lac County,43.754722,-88.493284,143.23 
Wisconsin,Forest County,45.666881,-88.773326,8.86 
Wisconsin,Grant County,42.870028,-90.694229,44.95 
Wisconsin,Green County,42.675522,-89.605074,63.23 
Wisconsin,Green Lake County,43.780247,-88.97038,54.12 
Wisconsin,Iowa County,43.001021,-90.133691,31.17 
Wisconsin,Iron County,46.32655,-90.261298,7.49 
Wisconsin,Jackson County,44.32459,-90.79951,20.73 
Wisconsin,Jefferson County,43.013804,-88.773985,152.97 
Wisconsin,Juneau County,43.932836,-90.113984,34.70 
Wisconsin,Kenosha County,42.579703,-87.425005,622.73 
Wisconsin,Kewaunee County,44.501032,-87.163304,59.52 
Wisconsin,La Crosse County,43.908222,-91.111758,261.70 
Wisconsin,Lafayette County,42.655578,-90.130292,26.30 
Wisconsin,Langlade County,45.262381,-89.067725,22.13 
Wisconsin,Lincoln County,45.338417,-89.742309,31.51 
Wisconsin,Manitowoc County,44.156137,-87.577352,134.18 
Wisconsin,Marathon County,44.898036,-89.757823,87.65 
Wisconsin,Marinette County,45.346899,-87.991198,28.89 
Wisconsin,Marquette County,43.826053,-89.409095,33.87 
Wisconsin,Menominee County,44.991304,-88.669251,13.03 
Wisconsin,Milwaukee County,43.01766,-87.481554,3926.62 
Wisconsin,Monroe County,43.945175,-90.619969,51.12 
Wisconsin,Oconto County,44.996575,-88.206516,37.93 
Wisconsin,Oneida County,45.716176,-89.534533,31.84 
Wisconsin,Outagamie County,44.418226,-88.464988,293.87 
Wisconsin,Ozaukee County,43.360752,-87.499304,382.57 
Wisconsin,Pepin County,44.627436,-91.83489,31.42 
Wisconsin,Pierce County,44.725336,-92.426279,74.14 
Wisconsin,Polk County,45.462041,-92.447066,47.68 
Wisconsin,Portage County,44.476246,-89.49807,88.58 
Wisconsin,Price County,45.679072,-90.35965,10.68 
Wisconsin,Racine County,42.754122,-87.420877,591.07 
Wisconsin,Richland County,43.376199,-90.435693,29.65 
Wisconsin,Rock County,42.66988,-89.075284,227.15 
Wisconsin,Rusk County,45.472734,-91.136745,15.49 
Wisconsin,St. Croix County,45.028959,-92.447284,124.15 
Wisconsin,Sauk County,43.428001,-89.943318,77.27 
Wisconsin,Sawyer County,45.864913,-91.14713,13.11 
Wisconsin,Shawano County,44.789641,-88.755813,45.67 
Wisconsin,Sheboygan County,43.741232,-87.731516,225.71 
Wisconsin,Taylor County,45.211656,-90.504853,20.93 
Wisconsin,Trempealeau County,44.30305,-91.358867,40.17 
Wisconsin,Vernon County,43.599366,-90.821983,38.89 
Wisconsin,Vilas County,46.049848,-89.501254,25.58 
Wisconsin,Walworth County,42.66811,-88.541731,186.74 
Wisconsin,Washburn County,45.892489,-91.796422,19.92 
Wisconsin,Washington County,43.391156,-88.232917,315.10 
Wisconsin,Waukesha County,43.018368,-88.30424,733.23 
Wisconsin,Waupaca County,44.478004,-88.967005,68.38 
Wisconsin,Waushara County,44.112823,-89.239786,38.75 
Wisconsin,Winnebago County,44.085707,-88.668149,393.42 
Wisconsin,Wood County,44.461413,-90.038825,92.12 
Wyoming,Albany County,41.665514,-105.721883,9.03 
Wyoming,Big Horn County,44.525117,-107.994848,3.79 
Wyoming,Campbell County,44.191999,-105.517014,9.61 
Wyoming,Carbon County,41.70359,-106.933153,1.90 
Wyoming,Converse County,42.984623,-105.524752,3.21 
Wyoming,Crook County,44.589266,-104.567298,2.61 
Wyoming,Fremont County,43.054831,-108.608935,4.30 
Wyoming,Goshen County,42.089455,-104.35354,6.01 
Wyoming,Hot Springs County,43.720209,-108.435076,2.27 
Wyoming,Johnson County,44.044048,-106.588541,2.04 
Wyoming,Laramie County,41.29283,-104.660395,36.85 
Wyoming,Lincoln County,42.229993,-110.682961,4.77 
Wyoming,Natrona County,42.977645,-106.768219,14.81 
Wyoming,Niobrara County,43.062159,-104.468373,0.91 
Wyoming,Park County,44.492387,-109.593597,4.23 
Wyoming,Platte County,42.131593,-104.953963,4.12 
Wyoming,Sheridan County,44.781369,-106.881211,11.98 
Wyoming,Sublette County,42.767928,-109.91617,2.01 
Wyoming,Sweetwater County,41.660328,-108.875677,4.13 
Wyoming,Teton County,44.048662,-110.426087,5.77 
Wyoming,Uinta County,41.284726,-110.558947,9.75 
Wyoming,Washakie County,43.878831,-107.669052,3.52 
Wyoming,Weston County,43.846213,-104.57002,2.91 
